Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
ABW,Aruba,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,29.6206413825285,29.838835432072,25.2392877017251,24.4052333512463,22.9778666527709,22.2330963733924,21.8071482743262,21.745106328014,19.2162000299446,19.0726125596436,24.7388751647816,24.2182475666663,23.8403843714322,23.279535483871,22.8062920259273,22.5111885619232,22.1353116998179,22.6229887263133,21.6838314728124,0,0,0
ADO,Andorra,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0,0,0,0,0,6.29124097744942,6.52140984561608,7.06224481935136,7.5342278118482104,8.02344299445183,8.11308289754618,7.89849374905859,7.70121518473994,7.41495505726909,7.50037188545928,7.3916264379622,6.84056138418008,6.62303722816071,6.52783462707534,0,0,0
AFG,Afghanistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.140714639934507,0.126777368008148,0.0701453384153803,0.0654028805050514,0.0607273743571541,0.0564513714233925,0.0518392191639053,0.0468270266565761,0.0431050136580147,0.033012123168572,0.030098129286149,0.024174311734112,0.0130842573168328,0.0206348670686774,0.0242207356798196,0.0234207619117277,0.0226566620490201,0.0226126578169084,0.025034830063358,0,0,0
AGO,Angola,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.428612841038439,0.409948922961107,0.401596941172835,0.510140831446347,0.331320808382214,0.909698924544645,0.84248925435999,0.577043014446965,0.556263022552826,0.677678138929029,0.685141350156283,0.676400678220358,0.850598711632685,0.587863651636066,1.17771719308712,1.16176745726748,1.30896795518685,1.43517411076185,1.35108829355686,0,0,0
ALB,Albania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,2.27634980937734,1.2064790328387,0.730709954719691,0.726599979348203,0.606660539805412,0.664264643427689,0.647963742174139,0.499306575693537,0.569277342233952,0.973817051639831,0.986029944111964,1.04979856228257,1.21411344115985,1.3810115617821,1.28145347905075,1.4647924756509,1.3405907038792,1.41373741389074,1.31285501306502,0,0,0
ARE,United Arab Emirates,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,28.7558626859268,29.851550309664,28.8648837318994,31.0978020496733,32.7503967791919,30.0787374618859,16.5964758044012,15.9465306841374,29.5755749325802,27.053421805306,37.1064994094263,32.1752051158301,25.9012800293484,31.275002727172,30.857380533083,28.4143345778403,26.3263962641612,25.5260067401209,24.9840257737581,0,0,0
ARG,Argentina,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,3.44991254024438,3.5360727831825,3.62096868568039,3.49034762044121,3.58365149781153,3.51590619581147,3.66189622823494,3.77091353030549,3.81002385467109,3.98150323024565,3.8200410395587,3.76578553881501,3.48954400390468,3.74591018069379,4.04270416734892,4.10856487964921,4.4979746744619,4.66692219526354,4.84405273889016,0,0,0
ARM,Armenia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0,0,1.06716870438326,0.869320101959041,0.901555063910483,1.08308924156414,0.821905721135432,1.04576379753199,1.09570033266851,0.98953415232652,1.12652945387306,1.1554277662347,0.981119655335868,1.12026940220627,1.19015990272356,1.41850203884337,1.42626074810316,1.64492363982472,1.80188835196927,0,0,0
ASM,American Samoa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATG,Antigua and Barbuda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,4.83415324266101,4.67476176817414,4.59797498511018,4.72160397314449,4.65946632782719,4.70114507153055,4.58049680624556,4.66474931556096,4.49787033292897,4.58465486609199,4.43878129185124,4.35417166677193,4.50933459202305,4.75674286553429,4.91365073999855,4.89422756089423,5.00720406817968,5.07794263105836,5.14927314372533,0,0,0
AUS,Australia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,16.8373728838389,16.2884898171719,16.8308907116319,17.1006280636214,17.0236701204145,17.0116171978752,17.9815373272896,18.0171550467138,18.5405840414729,17.1997916622636,17.2090339894533,16.7341230103539,17.3726910042033,17.4149047015893,17.350630384451,18.0140556906662,18.2328628025065,18.0716233479654,18.5696190897039,0,0,0
AUT,Austria,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,7.90573737219685,8.44845612181925,7.77783761273182,7.34209735057725,7.2630108216356,7.62257428486394,7.66551294757567,7.6977817158852,7.9610924500602,7.71738459965814,7.712473734832,7.91209676402939,8.05560263183786,8.90843664539653,8.82220619716932,9.03466350066195,8.70834709741979,8.28928386076117,8.12359651507042,0,0,0
AZE,Azerbaijan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0,0,5.98383662963966,5.77521921280854,5.57893721205739,4.37033871177619,4.06615174545923,3.82326154631283,3.99278048780488,3.67021545784793,3.79523861330334,3.62941119069118,3.67198412689894,3.78455392571496,3.88402518337913,4.11015473346163,4.63401995391624,4.92192395091653,5.37910913572358,0,0,0
BDI,Burundi,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.05433349042794,0.0602194607645313,0.0546743989918889,0.0568594876403373,0.0566767163132837,0.0548235010763542,0.0537485558424418,0.0510171248272869,0.0483157829618793,0.0466861521195761,0.0471725182202977,0.0332868539289713,0.0330555368174408,0.0241293602177236,0.0229202671654118,0.0227562200196816,0.0264929600020764,0.0237876504275355,0.022620457147677,0,0,0
BEL,Belgium,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,10.882462828822,11.7525801389375,11.3861353907417,10.8011867717785,11.2011776859504,11.1451940454581,11.7775794033671,11.4227716334348,11.6813519553073,11.3283979072951,11.2867913577838,11.1564206279771,10.406571953934,11.0672995421319,10.6785323904676,10.2224116980323,10.1267034813753,9.64918264208476,9.79272935608708,0,0,0
BEN,Benin,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.149810282001124,0.16796292396734,0.177308066131137,0.214174410960499,0.231146508534195,0.234900173257047,0.217299597989346,0.203310803623123,0.197211143079412,0.246804316818643,0.24811201922118,0.258603013061241,0.29598219079459,0.323966332894904,0.324171784614324,0.336256446203357,0.473764966099475,0.478231259059241,0.486681753666237,0,0,0
BFA,Burkina Faso,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.0629258099209824,0.0654545625355231,0.0640658629298671,0.0619705189455415,0.0620508074925308,0.0586465494553101,0.0643850122405312,0.0713827625237046,0.0741531029736363,0.0779318358114883,0.0847101824855873,0.0788572597769502,0.0771974198326833,0.0804815073965711,0.0800426491123543,0.0792880891403527,0.0930405010134588,0.109320039595974,0.119592081549659,0,0,0
BGD,Bangladesh,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,0.14757741281245,0.147913464227,0.16101783293357,0.154531296689631,0.164866620838011,0.194200918583708,0.200367840280276,0.204820319174727,0.192629859754327,0.198346567127337,0.215024645566258,0.245931147882508,0.250991483887543,0.247771054337506,0.286623654280832,0.267823547459504,0.327664860170878,0.326002414404793,0.319820179366957,0,0,0
BGR,Bulgaria,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,8.915966850195,6.91683202038925,6.27640971896956,8.18322733711048,6.62103260225252,7.11965511904762,6.78456438487315,6.45822591922973,6.17576625893182,5.35843055555556,5.40086315136476,5.87276308470291,5.67222315414919,6.04729221526269,6.01288843657135,6.18991912040207,6.35710116352471,6.89474688776312,6.62940776386374,0,0,0
BHR,Bahrain,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,24.1123230085354,22.7032160020526,20.3778670607432,28.4412542593198,27.973425216704,28.6567901278733,27.1717509053528,29.2068295035633,30.1105348661812,28.7502301500562,29.2122100994527,21.6763412242611,24.4497126481536,25.447177222466,25.7163823389306,25.6555979729776,24.8787111324731,23.204623795414,21.3603057511743,0,0,0
BHS,"Bahamas, The",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0,1,7.61667603698151,6.83226437156165,6.74727668845316,6.33967366208474,6.24422893989674,6.18650768119983,6.10138996111775,6.06449130796575,6.17116986898211,6.11191613263126,6.03670069981287,5.95754063248079,6.81114842659115,6.02889739233594,6.38470605803539,6.60238666324313,6.59699258792962,6.53425611428537,6.4622356223832,0,0,0
